100,63
200,137
300,196
400,262
500,312
600,394
700,499
800,548
900,618
1000,892
1100,761
1200,850
1300,972
1400,1190
1500,1046
1600,1112
1700,1164
1800,1192
1900,1257
2000,1391
2100,1430
2200,1520
2300,1638
2400,1682
2500,1782
2600,1873
2700,1967
2800,2017
2900,2083
