100,0
200,112
300,0
400,172
500,397
600,495
700,619
800,661
900,1134
1000,1215
1100,1729
1200,1562
1300,2375
1400,2513
1500,2471
1600,2995
1700,3133
1800,3614
1900,4051
2000,4391
2100,4857
2200,7853
2300,5851
2400,6317
2500,7447
2600,11547
2700,8611
2800,9288
2900,12883
