100,21
200,156
300,263
400,295
500,832
600,1096
700,956
800,1160
900,1229
1000,1149
1100,1416
1200,1650
1300,2008
1400,2237
1500,2612
1600,3050
1700,3327
1800,3767
1900,4058
2000,4664
2100,5004
2200,5464
2300,5808
2400,6599
2500,8076
2600,8214
2700,8050
2800,8805
2900,9564
