20000,2000000
100000,2433000
180000,5016000
260000,12622000
340000,9652000
420000,13236000
500000,13280000
580000,16620000
660000,20908000
740000,22160000
820000,27167000
900000,22068000
980000,32576000
1060000,31551000
1140000,32439000
1220000,42958000
1300000,39459000
1380000,44368000
1460000,48091000
1540000,46782000
1620000,44353000
1700000,66603000
1780000,54370000
1860000,68508000
1940000,182371000
