10000,39
11500,44
13000,47
14500,58
16000,58
17500,74
19000,76
20500,82
22000,79
23500,99
25000,89
26500,91
28000,124
29500,104
31000,109
32500,135
34000,122
35500,141
37000,131
38500,137
40000,162
41500,167
43000,164
44500,170
46000,168
47500,167
49000,173
