1000,8
2000,16
3000,30
4000,48
5000,46
6000,50
7000,64
8000,75
9000,119
10000,139
11000,117
12000,132
13000,119
14000,119
15000,129
16000,141
17000,143
18000,199
19000,217
20000,201
