10000,46
11500,59
13000,78
14500,138
16000,118
17500,95
19000,93
20500,109
22000,136
23500,176
25000,139
26500,125
28000,163
29500,131
31000,167
32500,164
34000,171
35500,154
37000,168
38500,170
40000,167
41500,178
43000,179
44500,188
46000,198
47500,201
49000,204
